,Item_Identifier,Item_Weight,Item_category,price_per_unit_wt,Outlet_Size_num,Outlet_Location_Type_num,Item_MRP_clusters,Item_Type_new,Outlet_Years,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Type,Item_Outlet_Sales,Outlet,Identifier,Item_Visibility_MeanRatio
3750,NCZ18,12.857645184136183,NC,2.6207395742841824,0,2,4th,non_perishable,34,2,0.2820015741779031,9,252.7698,OUT019,1985,0,761.0094,4,1552,4.483011835812431
3751,DRO47,10.195,DR,2.503861071373117,2,1,2nd,non_perishable,12,1,0.10693278759027063,7,114.486,OUT017,2007,1,2490.092,2,137,1.699922966036985
3752,FDW21,5.34,FD,3.004827490505269,0,1,2nd,not_sure,15,3,0.0059450461412160534,13,102.4358,OUT035,2004,1,2010.7160000000001,6,1083,0.09450909021773449
3753,FDZ14,12.857645184136183,FD,2.6207395742841824,1,0,2nd,perishable,34,3,0.04627103764244463,4,123.1756,OUT027,1985,3,3998.7948,5,1226,0.7355760690737867
3754,FDM09,11.15,FD,2.776108305985419,2,1,3rd,not_sure,17,3,0.08259865230848758,13,167.87900000000002,OUT045,2002,1,2886.243,7,622,1.313080386166584
3755,FDK43,9.8,FD,2.6310222189500716,1,2,2nd,perishable,20,1,0.026527509600159153,10,126.302,OUT049,1999,1,3036.048,9,567,0.42171090661046345
3756,FDE45,12.1,FD,2.7569725879347993,1,0,3rd,perishable,10,1,0.039722235446872096,6,178.5002,OUT018,2009,2,5552.1062,3,346,0.6314689986124524
3757,FDR35,12.857645184136183,FD,2.6207395742841824,1,0,3rd,perishable,34,1,0.02038823324651985,1,200.0742,OUT027,1985,3,8958.339,5,848,0.32411411610699764
3758,FDT58,12.857645184136183,FD,2.6207395742841824,1,0,3rd,not_sure,34,1,0.08207615604609599,13,169.2816,OUT027,1985,3,3523.4136,5,964,1.3047742022904913
3759,FDS57,15.5,FD,2.315705099680253,2,1,3rd,not_sure,12,1,0.0,13,141.547,OUT017,2007,1,3006.087,2,913,0.0
3760,FDF10,15.5,FD,2.3513248718695827,1,0,3rd,not_sure,10,3,0.0,13,147.2418,OUT018,2009,2,1324.2762,3,362,0.0
3761,FDP03,5.15,FD,3.207461805870251,2,0,2nd,perishable,21,3,0.09748770726961983,10,122.1388,OUT010,1998,0,495.3552,0,733,1.54977342523703
3762,FDT04,17.25,FD,1.1564654691533387,2,0,1st,non_perishable,21,1,0.0,5,37.5822,OUT010,1998,0,196.41099999999997,0,920,0.0
3763,NCW53,18.35,NC,2.4358871677741076,2,0,3rd,non_perishable,32,2,0.03001471771376512,8,191.3162,OUT013,1987,1,1346.9134,1,1527,0.477147459731881
3764,FDA39,6.32,FD,1.9607675831619193,2,0,1st,perishable,21,1,0.021063825768579778,10,38.5822,OUT010,1998,0,78.5644,0,175,0.33485408903590885
3765,NCH29,5.51,NC,2.921174947349618,0,1,2nd,non_perishable,15,2,0.033886594697159565,8,96.7726,OUT035,2004,1,2642.5602,6,1336,0.5386991386328533
3766,FDU02,13.35,FD,2.8981863378821195,2,1,4th,perishable,17,1,0.09777931080811303,4,228.8352,OUT045,2002,1,5267.8096,7,968,1.554409080616759
3767,FDN13,12.857645184136183,FD,2.6207395742841824,0,2,2nd,perishable,34,1,0.2360474732474199,2,98.5358,OUT019,1985,0,402.1432,4,661,3.752474146524533
3768,FDX56,12.857645184136183,FD,2.6207395742841824,0,2,4th,perishable,34,3,0.12192429589989964,6,206.8638,OUT019,1985,0,207.0638,4,1162,1.9382447179090123
3769,FDT11,12.857645184136183,FD,2.6207395742841824,1,0,3rd,perishable,34,3,0.02881107616211957,1,189.4556,OUT027,1985,3,3567.3564,5,925,0.4580130299407247
3770,NCC18,12.857645184136183,NC,2.6207395742841824,1,0,3rd,non_perishable,34,2,0.16246877038982793,9,173.2422,OUT027,1985,3,2069.3064,5,1286,2.5827849462570924
3771,FDA32,14.0,FD,2.7934377206662027,2,0,4th,perishable,21,1,0.049143918733764336,6,214.7192,OUT010,1998,0,862.8768,0,168,0.7812465940444843
3772,FDU39,18.85,FD,1.412553966852732,1,0,1st,perishable,10,1,0.03554546287959084,10,58.5562,OUT018,2009,2,770.3306,3,999,0.565070359139589
3773,FDV27,12.857645184136183,FD,2.6207395742841824,0,2,2nd,perishable,34,3,0.06767489226711731,10,89.3514,OUT019,1985,0,177.1028,4,1039,1.075835636397631
3774,NCW53,18.35,NC,2.432542941897702,2,1,3rd,non_perishable,17,2,0.03009935708631948,8,190.6162,OUT045,2002,1,3271.0754,7,1527,0.47849298168523563
3775,NCZ42,10.5,NC,3.160135521845582,2,0,4th,non_perishable,32,2,0.011215406544990718,9,237.0248,OUT013,1987,1,5451.5704,1,1556,0.1782926227671438
3776,FDO46,9.6,FD,3.039984378513411,2,1,3rd,not_sure,12,3,0.0,13,191.0872,OUT017,2007,1,4349.0056,2,722,0.0
3777,FDQ57,12.857645184136183,FD,2.6207395742841824,1,0,3rd,not_sure,34,1,0.027432566704960623,13,147.476,OUT027,1985,3,3368.948,5,816,0.43609870470960277
3778,FDZ36,6.035,FD,3.469039264218022,1,0,3rd,non_perishable,10,3,0.06396187803589047,0,187.72400000000002,OUT018,2009,2,2050.6639999999998,3,1243,1.0168094171516737
3779,FDK38,6.65,FD,3.1598656134754104,1,0,3rd,non_perishable,10,1,0.0521245949614621,3,150.0734,OUT018,2009,2,3563.3616,3,564,0.8286307508402334
3780,FDU51,12.857645184136183,FD,2.6207395742841824,1,0,3rd,perishable,34,3,0.09170943580857718,10,178.7028,OUT027,1985,3,4604.6728,5,1009,1.4579155715143781
3781,FDS14,7.285,FD,3.115351797688638,2,0,3rd,perishable,32,1,0.04871616524110273,4,156.9288,OUT013,1987,1,1571.2879999999998,1,879,0.7744465470021853
3782,FDQ40,11.1,FD,2.8218678273471696,1,2,3rd,non_perishable,20,3,0.03544777475641566,5,175.4712,OUT049,1999,1,2988.1104,9,805,0.5635173996793827
3783,FDE20,11.35,FD,2.7594465738774416,1,2,3rd,perishable,20,3,0.005523829523708943,6,167.87900000000002,OUT049,1999,1,4074.696,9,328,0.0878129606403372
3784,FDH58,12.3,FD,2.322574216528563,0,2,2nd,not_sure,22,1,0.03627375301323806,13,113.1834,OUT046,1997,1,3109.9518,8,467,0.5766480721313123
3785,NCK53,11.6,NC,2.2576616674835956,2,1,2nd,non_perishable,12,2,0.03709713110200065,8,99.3042,OUT017,2007,1,2281.6966,2,1373,0.5897374094090633
3786,FDJ44,12.3,FD,2.7163602918999605,2,1,3rd,perishable,12,3,0.10158922617683515,6,173.7396,OUT017,2007,1,3663.2316,2,531,1.6149757485200025
3787,FDN22,18.85,FD,2.666794867788257,2,1,4th,not_sure,17,3,0.12978701781956797,13,252.4724,OUT045,2002,1,3271.7412,7,666,2.063239323099897
3788,FDH56,9.8,FD,2.5582487796826143,1,0,2nd,perishable,10,3,0.062107916484898974,6,116.7492,OUT018,2009,2,1621.8888,3,465,0.9873367746656685
3789,FDK48,7.445,FD,2.401374164671768,2,1,2nd,non_perishable,17,1,0.03701495726140059,0,74.7354,OUT045,2002,1,1128.531,7,571,0.5884310823040527
3790,FDQ40,11.1,FD,2.831469375896701,0,1,3rd,non_perishable,15,3,0.03538713495020893,5,177.2712,OUT035,2004,1,2109.2544,6,805,0.562553401624625
3791,FDH10,21.0,FD,2.3281962151003994,0,1,3rd,not_sure,15,1,0.04811916386097337,13,194.4478,OUT035,2004,1,968.7389999999999,6,436,0.7649559466006859
3792,FDM21,20.2,FD,2.6271930254259974,2,1,4th,not_sure,17,1,0.06250014192852624,13,259.2646,OUT045,2002,1,3091.9752,7,630,0.9935720281787518
3793,FDX12,18.2,FD,2.6492858442564575,2,1,4th,non_perishable,17,3,0.025782111553703465,0,239.2196,OUT045,2002,1,3133.2548,7,1126,0.40986122713830486
3794,FDM51,11.8,FD,2.270441784299592,2,0,2nd,perishable,32,3,0.025574806757276008,10,102.4674,OUT013,1987,1,2037.348,1,647,0.40656567866942045
3795,FDG09,20.6,FD,2.319698022150703,2,0,3rd,perishable,21,3,0.07717908402971546,6,188.9556,OUT010,1998,0,563.2668,0,398,1.226924878667886
3796,DRD37,9.8,DR,1.726876217475899,2,0,1st,non_perishable,32,1,0.013735453279883942,14,45.306000000000004,OUT013,1987,1,1304.968,1,23,0.2183540989211731
3797,FDN21,18.6,FD,2.2677019696343503,0,2,3rd,not_sure,22,1,0.07404533904945272,13,161.0236,OUT046,1997,1,483.3708,8,665,1.1771073701029409
3798,NCQ06,13.0,NC,3.032366063623585,0,2,4th,non_perishable,22,2,0.04097352607876851,9,256.7014,OUT046,1997,1,2805.0154,8,1454,0.6513609113763649
3799,FDV52,20.7,FD,1.9025155475504758,0,2,2nd,non_perishable,22,3,0.11468555006381354,5,118.0466,OUT046,1997,1,1060.6194,8,1060,1.8231695331189453
3800,FDC10,9.8,FD,2.589831866635412,2,1,2nd,not_sure,12,3,0.07072860329921901,13,120.8098,OUT017,2007,1,1325.6078,2,242,1.1243808359766465
3801,FDX51,9.5,FD,3.071450827723165,0,1,3rd,perishable,15,3,0.02181486902619818,10,195.4452,OUT035,2004,1,4502.1396,6,1159,0.34679351108674594
3802,NCD54,21.1,NC,2.0613801227186888,1,2,3rd,non_perishable,20,2,0.028639978310343067,9,144.6786,OUT049,1999,1,2889.572,9,1302,0.45529306748366316
3803,NCK18,12.857645184136183,NC,2.6207395742841824,1,0,3rd,non_perishable,34,2,0.006643549671817933,9,164.1184,OUT027,1985,3,3797.7232,5,1367,0.10561328211515109
3804,FDZ01,8.975,FD,2.5335995372626408,0,1,2nd,non_perishable,15,3,0.009016362166898597,3,104.09899999999999,OUT035,2004,1,2476.776,6,1216,0.14333415842805983
3805,FDT48,4.92,FD,3.72495066933667,0,2,3rd,non_perishable,22,1,0.0449303733227812,0,199.1084,OUT046,1997,1,2182.4924,8,956,0.7142633723967426
3806,FDB40,17.5,FD,2.2334505788231818,1,2,3rd,perishable,20,3,0.007523236355640723,4,145.8102,OUT049,1999,1,1895.5326,9,220,0.11959776368012374
3807,NCC07,12.857645184136183,NC,2.6207395742841824,1,0,2nd,non_perishable,34,2,0.023555541003577533,9,103.3964,OUT027,1985,3,3050.6956,5,1285,0.37446517603970747
3808,FDT52,9.695,FD,3.2669413472657927,1,2,4th,non_perishable,20,3,0.046409540350905165,5,244.6144,OUT049,1999,1,3185.1872,9,960,0.7377778627450835
3809,FDK09,12.857645184136183,FD,2.6207395742841824,0,2,4th,not_sure,34,1,0.14899371723813598,13,227.5352,OUT019,1985,0,916.1408,4,547,2.3685704584715483
3810,NCQ30,7.725,NC,2.8342894828769385,2,0,2nd,non_perishable,21,2,0.04751415136363134,9,123.7414,OUT010,1998,0,121.8414,0,1458,0.7553379925367568
3811,FDZ60,12.857645184136183,FD,2.6207395742841824,0,2,2nd,non_perishable,34,1,0.1897829206247345,0,106.0596,OUT019,1985,0,215.7192,4,1263,3.017001170564396
3812,NCK18,9.6,NC,2.9002670817359246,2,0,3rd,non_perishable,32,2,0.006670233448261556,9,164.9184,OUT013,1987,1,2972.1312,1,1367,0.10603747721395386
3813,FDV11,9.1,FD,2.9985053481030906,2,0,3rd,perishable,21,3,0.12812505656566262,1,173.4054,OUT010,1998,0,875.5269999999999,0,1025,2.0368189316760565
3814,FDR25,17.0,FD,2.811131886904392,2,1,4th,non_perishable,12,3,0.13130114008418456,3,265.6884,OUT017,2007,1,2649.884,2,840,2.0873095009098304
3815,FDB26,14.0,FD,1.5560974111658503,2,1,1st,non_perishable,17,3,0.030850110862027085,3,52.364,OUT045,2002,1,745.696,7,208,0.4904278018084553
3816,DRD01,12.1,DR,1.7257344443420004,2,1,1st,non_perishable,12,3,0.059703321314135374,14,55.8614,OUT017,2007,1,1436.7964,2,16,0.9491106454594886
3817,FDG32,19.85,FD,2.4983639712390997,2,1,4th,perishable,12,0,0.1629612063289568,6,221.5772,OUT017,2007,1,3558.0352,2,412,2.5906132576767353
3818,FDY49,17.2,FD,2.349814793318229,0,1,3rd,non_perishable,15,3,0.01193825461285253,3,163.1184,OUT035,2004,1,2807.0128,6,1206,0.1897838226058877
3819,FDD26,8.71,FD,3.093556772325029,0,1,3rd,non_perishable,15,3,0.0696583468091226,3,183.3924,OUT035,2004,1,2776.386,6,293,1.1073668440283944
3820,FDC22,6.89,FD,3.366103988450436,1,0,3rd,not_sure,10,3,0.12837927183918268,13,192.68200000000002,OUT018,2009,2,2703.1479999999997,3,250,2.0408602214573532
3821,DRD27,18.75,DR,1.8280202505464413,2,1,2nd,perishable,17,1,0.0,4,97.9042,OUT045,2002,1,1686.4714,7,22,0.0
3822,FDA44,12.857645184136183,FD,2.6207395742841824,1,0,1st,perishable,34,1,0.05160997713827456,6,57.793,OUT027,1985,3,1754.3829999999998,5,178,0.8204498114288301
3823,FDW01,14.5,FD,2.455561882110689,2,0,3rd,non_perishable,32,0,0.0,3,154.4682,OUT013,1987,1,1524.682,1,1067,0.0
3824,FDV32,12.857645184136183,FD,2.6207395742841824,0,2,1st,perishable,34,1,0.14437470979521586,6,64.15100000000001,OUT019,1985,0,316.255,4,1042,2.295141559726276
3825,FDK32,12.857645184136183,FD,2.6207395742841824,1,0,3rd,perishable,34,3,0.04758792462614368,6,152.8682,OUT027,1985,3,5031.4506,5,560,0.756510774674493
3826,NCA05,20.75,NC,2.1045654453237255,2,0,3rd,non_perishable,32,2,0.0,8,149.4734,OUT013,1987,1,2969.468,1,1264,0.0
3827,FDR10,17.6,FD,2.3203535672415145,2,0,3rd,not_sure,32,1,0.009981557098297171,13,161.5552,OUT013,1987,1,1787.0072,1,827,0.158677974553697
3828,FDL22,16.85,FD,1.8568430939951632,0,1,2nd,not_sure,15,1,0.035737049352033944,13,91.0488,OUT035,2004,1,1086.5856,6,593,0.5681160315832547
3829,FDD10,20.6,FD,2.2666781840923225,0,1,3rd,not_sure,15,3,0.0,13,178.1344,OUT035,2004,1,3568.688,6,284,0.0
3830,FDW25,5.175,FD,2.8790073735267674,2,0,2nd,non_perishable,32,0,0.03668657223648369,3,86.9224,OUT013,1987,1,255.6672,1,1087,0.5832107073550913
3831,FDR47,17.85,FD,2.487840716551391,1,2,3rd,perishable,20,1,0.08397770647760598,1,196.9794,OUT049,1999,1,1560.6352,9,857,1.3350033707471032
3832,DRF27,8.93,DR,2.8930060851813306,1,2,3rd,perishable,20,1,0.02806395055582698,4,152.234,OUT049,1999,1,5053.4220000000005,9,43,0.44613588724883585
3833,FDQ48,12.857645184136183,FD,2.6207395742841824,1,0,2nd,non_perishable,34,3,0.033671306137878325,0,97.2726,OUT027,1985,3,1957.4520000000002,5,810,0.5352766713569652
3834,FDS37,7.655,FD,2.7670558083302534,0,1,2nd,non_perishable,15,1,0.03143939010872874,3,114.1492,OUT035,2004,1,1158.492,6,898,0.49979564255637815
3835,NCI18,18.35,NC,2.583121532624823,0,2,4th,non_perishable,22,2,0.01392660114070506,9,224.5746,OUT046,1997,1,2692.4952,8,1344,0.2213927987048513
3836,NCJ42,12.857645184136183,NC,2.6207395742841824,1,0,2nd,non_perishable,34,2,0.014131745846871286,9,100.9332,OUT027,1985,3,1743.0644,5,1360,0.2246540079675247
3837,FDY48,14.0,FD,2.1344470444308494,0,1,2nd,non_perishable,15,1,0.023453195073608324,0,104.3332,OUT035,2004,1,1435.4648,6,1205,0.372838170882957
3838,FDB39,11.6,FD,1.7644827736427902,1,2,1st,perishable,20,1,0.03785328441784358,4,56.1272,OUT049,1999,1,671.1264,9,219,0.601758066650055
3839,DRI37,15.85,DR,1.5305776809645564,1,0,1st,non_perishable,10,1,0.10258924753906651,14,57.3904,OUT018,2009,2,703.0848,3,83,1.6308732044686711
3840,FDB58,10.5,FD,2.683727583547296,2,1,3rd,not_sure,12,3,0.013481522514187935,13,143.2154,OUT017,2007,1,1559.9694,2,233,0.21431733199385816
3841,FDV12,16.7,FD,1.933328334932995,2,0,2nd,non_perishable,32,3,0.05904598348119018,0,98.7384,OUT013,1987,1,1773.6912,1,1026,0.9386608694473819
3842,NCU06,17.6,NC,2.6475479676293494,2,0,4th,non_perishable,32,2,0.0717113057274955,9,230.90099999999998,OUT013,1987,1,4364.319,1,1500,1.140002970817163
3843,FDU34,18.25,FD,2.04710654691373,1,0,2nd,not_sure,10,1,0.07278682360689735,13,123.1046,OUT018,2009,2,249.0092,3,994,1.1571006036833706
3844,FDP31,21.1,FD,1.3733771690282324,1,0,1st,perishable,10,3,0.150282803514274,6,62.2168,OUT018,2009,2,383.5008,3,754,2.3890632129895226
3845,FDV11,9.1,FD,3.0180387663621366,0,1,3rd,perishable,15,3,0.07848982750206983,1,177.0054,OUT035,2004,1,2101.2648,6,1025,1.2477619201539436
3846,NCY06,15.25,NC,2.260716102477287,1,0,2nd,non_perishable,10,2,0.059620866457828055,9,130.9968,OUT018,2009,2,2348.9424,3,1540,0.9477998510150835
3847,NCV41,14.35,NC,2.155505290448267,2,1,2nd,non_perishable,17,2,0.01692922066158652,8,109.5228,OUT045,2002,1,1657.842,7,1515,0.2691257905854611
3848,FDQ52,12.857645184136183,FD,2.6207395742841824,1,0,4th,non_perishable,34,1,0.11226281121498048,5,248.8434,OUT027,1985,3,6705.2718,5,813,1.784654971751464
3849,FDM38,5.885,FD,2.314966914429026,2,0,1st,non_perishable,32,3,0.08864630451696522,3,53.6982,OUT013,1987,1,1525.3478,1,640,1.409220616973873
3850,FDA14,16.1,FD,2.322119751129436,0,2,3rd,perishable,22,1,0.06314682943375509,4,148.076,OUT046,1997,1,1464.76,8,155,1.0038524946919778
3851,FDB23,12.857645184136183,FD,2.6207395742841824,1,0,4th,not_sure,34,3,0.005546129750183032,15,224.0062,OUT027,1985,3,3837.0054,5,207,0.0881674699352448
3852,DRH49,19.7,DR,1.6624174999658843,2,0,2nd,non_perishable,32,1,0.024336526760312262,14,84.1592,OUT013,1987,1,1073.2696,1,74,0.38688059748283027
3853,FDI40,11.5,FD,2.277363601441414,2,1,2nd,non_perishable,12,3,0.11894983290586844,5,100.6358,OUT017,2007,1,2010.7160000000001,2,494,1.8909593336117752
3854,FDR37,16.5,FD,2.479483892372136,2,1,3rd,perishable,17,3,0.06427339880825218,2,180.4292,OUT045,2002,1,2189.1504,7,850,1.0217616991155962
3855,FDS16,15.15,FD,2.375909165333598,1,2,3rd,non_perishable,20,3,0.06417579786143672,5,147.876,OUT049,1999,1,4540.755999999999,9,881,1.0202101255081235
3856,FDT15,12.15,FD,2.7830533241251114,0,2,3rd,perishable,22,3,0.04179578135591643,10,184.295,OUT046,1997,1,2014.045,8,929,0.6644323991872376
3857,FDL32,15.7,FD,2.0995750746303417,2,0,2nd,perishable,32,3,0.0,6,112.4544,OUT013,1987,1,1230.3984,1,599,0.0
3858,FDB39,11.6,FD,1.7600433992280324,2,1,1st,perishable,12,1,0.03800539610844642,4,55.8272,OUT017,2007,1,1454.1072,2,219,0.6041762038938839
3859,FDX40,12.85,FD,1.3679639569641973,2,0,1st,non_perishable,32,1,0.09431947012260346,5,37.6164,OUT013,1987,1,308.9312,1,1150,1.4994075906840116
3860,DRD13,15.0,DR,1.6816568634150224,2,1,1st,non_perishable,17,1,0.04800795165430721,14,65.6168,OUT045,2002,1,639.168,7,18,0.7631879932116858
3861,FDZ43,11.0,FD,3.1353013119488793,2,0,4th,perishable,32,3,0.055445172301644426,6,241.9512,OUT013,1987,1,2908.2144,1,1248,0.8814183551689129
3862,DRM59,5.88,DR,3.3128232955299644,2,0,3rd,non_perishable,32,1,0.003582678536087831,7,155.5998,OUT013,1987,1,1691.7978,1,129,0.056954257535670925
3863,NCZ18,7.825,NC,3.5083255354048197,2,1,4th,non_perishable,12,2,0.0,9,253.4698,OUT017,2007,1,6849.0846,2,1552,0.0
3864,FDH52,12.857645184136183,FD,2.6207395742841824,1,0,1st,non_perishable,34,3,0.04276298861186269,5,60.2194,OUT027,1985,3,1733.7432,5,463,0.6798082054703448
3865,FDM25,10.695,FD,2.847689906331462,2,0,3rd,perishable,21,3,0.09671102543448927,2,173.7712,OUT010,1998,0,175.7712,0,633,1.5374264237364135
3866,NCP05,12.857645184136183,NC,2.6207395742841824,1,0,3rd,non_perishable,34,2,0.02485272855161461,8,152.6024,OUT027,1985,3,6072.096,5,1438,0.39508671741965057
3867,FDY38,13.6,FD,2.890494299407255,2,0,4th,perishable,32,3,0.11250446626750621,4,231.23,OUT013,1987,1,2330.3,1,1197,1.7884965902382222
3868,FDO37,8.06,FD,3.3870053379224423,2,1,4th,perishable,12,1,0.021269779913000737,2,230.3326,OUT017,2007,1,1386.1956,2,716,0.3381281660326965
3869,FDV49,12.857645184136183,FD,2.6207395742841824,1,0,4th,non_perishable,34,1,0.025377381984723783,3,262.6226,OUT027,1985,3,7136.7102,5,1057,0.40342719408962924
3870,NCP02,7.105,NC,2.261076726450822,2,0,1st,non_perishable,21,2,0.07232129599802951,9,61.0562,OUT010,1998,0,296.281,0,1437,1.149700057120693
3871,NCJ19,18.6,NC,1.4201086330011385,2,1,1st,not_sure,17,2,0.11191669159147079,11,58.3588,OUT045,2002,1,1545.9876,7,1356,1.7791526678252383
3872,FDW44,9.5,FD,2.9491083928761883,0,2,3rd,perishable,22,3,0.034547517494830406,6,171.8448,OUT046,1997,1,2556.672,8,1102,0.5492059052463172
3873,FDU56,16.85,FD,2.4703431525888906,0,2,3rd,perishable,22,0,0.04345601619731281,6,182.4266,OUT046,1997,1,2028.6926,8,1012,0.6908253456305534
3874,FDZ58,17.85,FD,2.070700367457239,2,1,2nd,not_sure,12,1,0.05114167814438889,13,123.7072,OUT017,2007,1,2450.144,2,1261,0.8130052078360711
3875,FDZ15,13.1,FD,2.299360050803286,2,0,2nd,perishable,32,1,0.020638920642651534,4,117.4782,OUT013,1987,1,1906.8512,1,1227,0.32809932281098
3876,NCI06,11.3,NC,2.8330363372409915,1,2,3rd,non_perishable,20,2,0.04668497648264944,9,180.766,OUT049,1999,1,5033.448,9,1342,0.742156502978634
3877,FDD36,13.3,FD,2.307927189531026,1,0,2nd,non_perishable,10,1,0.021135287929010916,0,120.4124,OUT018,2009,2,1777.6860000000001,3,300,0.3359901313149616
3878,FDD56,15.2,FD,2.5372691640228946,2,1,3rd,perishable,17,3,0.09892974490430294,6,177.0054,OUT045,2002,1,3677.2134,7,314,1.5726976652978073
3879,FDX27,20.7,FD,1.7151774866749263,1,0,2nd,perishable,10,3,0.1084794063577913,4,94.3436,OUT018,2009,2,945.436,3,1139,1.7245097445345785
3880,FDG50,7.405,FD,2.5737877609667996,2,0,2nd,non_perishable,21,1,0.025240608754506122,3,89.7146,OUT010,1998,0,182.4292,0,423,0.4012528941351855
3881,FDU36,6.15,FD,2.853460354553024,1,0,2nd,non_perishable,10,1,0.04541250247763432,0,100.5384,OUT018,2009,2,1675.1528,3,996,0.7219278356675514
3882,FDJ15,11.35,FD,2.8381805155838946,0,2,3rd,perishable,22,3,0.023054665057143313,4,182.5608,OUT046,1997,1,3307.6944,8,516,0.36650269284193
3883,FDG32,19.85,FD,2.50455780284439,0,1,4th,perishable,15,1,0.16208674606996984,6,223.0772,OUT035,2004,1,1779.0176,6,412,2.5767118611954762
3884,FDV15,12.857645184136183,FD,2.6207395742841824,0,2,2nd,perishable,34,1,0.22787561422322053,10,103.3648,OUT019,1985,0,311.5944,4,1029,3.6225651528145715
3885,FDS28,8.18,FD,2.0930827941063415,2,0,1st,non_perishable,32,3,0.07911891403062911,5,58.1588,OUT013,1987,1,343.5528,1,891,1.257762581893166
3886,FDU23,12.15,FD,2.6797715229107086,1,2,3rd,perishable,20,1,0.021523957701685317,1,165.0184,OUT049,1999,1,3302.368,9,985,0.3421688599132022
3887,DRI03,6.03,DR,3.409634875296042,0,1,3rd,perishable,15,1,0.02244560214734646,4,176.4028,OUT035,2004,1,4250.4672,6,78,0.3568203488999379
3888,FDH28,15.85,FD,1.2033530539607242,2,1,1st,non_perishable,12,3,0.10494847007870509,5,36.9506,OUT017,2007,1,759.012,2,448,1.668378039678715
3889,FDP16,18.6,FD,2.6542266379186867,2,0,4th,non_perishable,21,1,0.06369897725670974,5,245.7802,OUT010,1998,0,245.6802,0,743,1.0126300528763241
3890,NCQ29,12.0,NC,3.1294170919081847,2,1,4th,non_perishable,12,2,0.0,8,262.3278,OUT017,2007,1,1561.9668,2,1457,0.0
3891,NCH30,17.1,NC,2.0421009313700846,1,0,2nd,non_perishable,10,2,0.0,9,114.686,OUT018,2009,2,1358.2320000000002,3,1337,0.0
3892,FDU31,10.5,FD,3.0799456127000346,0,2,4th,perishable,22,3,0.024683886698642438,6,217.9508,OUT046,1997,1,2821.6604,8,991,0.39240261883806876
3893,FDF04,17.5,FD,2.7503080557103794,1,2,4th,non_perishable,20,0,0.013565814829854483,5,256.3304,OUT049,1999,1,6199.9296,9,358,0.2156573367434869
3894,FDZ20,16.1,FD,2.824537159117474,2,0,4th,perishable,32,1,0.0337039980632514,6,255.2356,OUT013,1987,1,6867.0612,1,1230,0.5357963786983524
3895,NCK05,20.1,NC,1.3993137179013093,2,0,1st,non_perishable,21,2,0.0,8,61.3536,OUT010,1998,0,183.7608,0,1363,0.0
3896,FDV23,12.857645184136183,FD,2.6207395742841824,0,2,2nd,perishable,34,1,0.17000140274332512,1,125.6046,OUT019,1985,0,622.523,4,1035,2.702532079208372
3897,FDA07,7.55,FD,2.847195387433214,2,0,2nd,perishable,21,3,0.05049818847460417,6,122.6072,OUT010,1998,0,122.5072,0,149,0.8027755776849711
3898,FDL03,19.25,FD,2.4087499603989295,2,0,3rd,perishable,32,3,0.026698468783375787,10,194.81099999999998,OUT013,1987,1,2749.7540000000004,1,581,0.42442866463729456
3899,FDX04,19.6,FD,1.256220541047641,1,0,1st,non_perishable,10,3,0.04089325790096001,5,49.2376,OUT018,2009,2,958.752,3,1120,0.6500848788144772
3900,FDV19,14.85,FD,2.4770634016287385,1,0,3rd,perishable,10,3,0.03478846195445887,6,161.9578,OUT018,2009,2,1444.1202,3,1031,0.5530362273551095
3901,FDP22,14.65,FD,1.5190067324311787,1,0,1st,not_sure,10,3,0.09488826899429317,13,52.2666,OUT018,2009,2,615.1992,3,747,1.5084498525274619
3902,FDT34,9.3,FD,2.5269872068248,2,1,2nd,not_sure,12,1,0.16155446490128283,13,107.0964,OUT017,2007,1,1472.7496,2,944,2.5682501255255237
3903,FDZ26,12.857645184136183,FD,2.6207395742841824,1,0,4th,perishable,34,3,0.13393630626093037,4,237.5222,OUT027,1985,3,7170.666,5,1235,2.1292010442252285
3904,NCM43,14.5,NC,2.5099972767962324,1,2,3rd,not_sure,20,2,0.01931785294933606,11,163.921,OUT049,1999,1,2446.815,9,1401,0.3070981559830724
3905,DRK35,8.365,DR,1.7114225029495658,0,2,1st,non_perishable,22,1,0.06938285743254613,7,37.9506,OUT046,1997,1,569.259,8,107,1.1029873573555513
3906,FDO20,12.85,FD,3.027095951259594,0,2,4th,perishable,22,3,0.0,6,252.3382,OUT046,1997,1,4794.4258,8,703,0.0
3907,FDO22,13.5,FD,1.9298667960311953,1,2,2nd,not_sure,20,3,0.017729143820195775,13,79.49600000000001,OUT049,1999,1,1438.128,9,705,0.2818422621095649
3908,FDM46,7.365,FD,2.628988380535296,0,2,2nd,not_sure,22,1,0.1483922849064855,13,94.712,OUT046,1997,1,1304.968,8,645,2.359009418718173
3909,FDO01,21.1,FD,1.9719684749347772,0,2,2nd,perishable,22,3,0.0205069429331709,2,130.4994,OUT046,1997,1,2184.4898,8,691,0.3260012578076554
3910,NCX05,12.857645184136183,NC,2.6207395742841824,1,0,2nd,non_perishable,34,2,0.09220724795944252,8,117.4492,OUT027,1985,3,1621.8888,5,1529,1.465829349197522
